l1Pt,l1Eta,l1Phi,l1E,l2Pt,l2Eta,l2Phi,l2E
37.92498,2.27679,0.85908,186.74170,42.16916,2.49046,-2.43436,256.17227
30.62362,1.39379,-0.48996,65.50743,26.83647,-0.34157,2.65270,28.41728
27.88947,-1.00030,-0.45872,43.04568,18.92062,1.22398,2.70140,34.95366
38.77458,0.07827,-0.45978,38.89342,39.42233,-0.29510,2.58214,41.15130
24.90300,1.21643,2.22652,45.71438,70.58736,2.22593,-2.14636,330.70441
36.95701,-1.59991,0.99487,95.24784,38.64455,-2.38523,-1.99895,211.64850
21.85958,-3.06769,-0.50674,235.41386,19.45165,-5.52488,2.38670,2439.83105
23.31844,0.34178,-0.32973,24.69368,39.10221,-1.23158,2.54072,72.69998
47.35787,-1.44990,-1.46612,106.49122,23.90505,-0.19417,1.80505,24.35710
24.77743,-1.91290,2.63248,85.73444,27.96785,0.05738,-0.58267,28.01390
31.84905,-1.25805,2.86518,60.55715,34.95113,-2.48394,-0.24014,210.96109
16.51889,0.33981,0.68771,17.48181,15.68447,3.46689,-2.14465,251.48718
36.24717,-1.76081,-1.79401,108.54305,39.33801,-2.40421,1.46973,219.50555
55.93484,-0.84089,-1.61181,76.90385,34.81157,-2.45586,-1.46615,204.38274
27.14380,-1.53840,2.82914,66.12015,40.55522,-2.82396,-0.42757,342.74850
40.12797,-0.75816,2.41398,52.22409,40.17462,-0.62965,-0.69316,48.40497
16.95819,2.68586,2.71361,124.97335,12.54498,-0.75759,2.10089,16.32055
37.58072,0.88791,-1.31945,53.39392,34.11619,1.91050,1.50780,117.77731
36.25093,-1.14726,1.55885,62.84222,115.00227,-1.33917,-2.71195,234.48531
6.89792,2.51459,1.11757,42.91325,19.48570,-1.37528,-2.19818,41.00726
23.78986,1.14233,-2.08688,41.07470,36.05959,-0.60245,1.04865,42.80375
25.72572,1.40868,-0.25526,55.76081,19.83239,3.99527,2.08569,539.03094
83.00571,0.63416,1.34279,100.26328,27.69817,0.54356,-2.94102,31.89169
23.43200,-3.26101,-2.71508,305.95499,72.30844,-2.88368,-0.27539,648.45819
41.24366,-2.08551,-2.60558,168.54059,38.93815,-1.94064,0.45075,138.36324
27.99874,-0.07731,-2.82601,28.08246,21.94489,2.08322,-0.10452,89.47803
9.58170,-0.31573,2.60566,10.06324,14.76325,-4.08522,-0.54689,438.99927
22.39848,-4.10111,2.78420,676.70221,7.84637,-0.59991,0.70081,9.30115
40.75293,-3.38471,1.36372,601.98767,40.12963,-3.38877,-1.88505,595.18860
85.31113,3.21872,-1.95364,1067.93323,33.55679,2.74371,-0.37539,261.89136
12.68191,-1.34130,-0.74945,25.90612,18.57307,-4.59625,2.74559,920.50269
18.84487,-2.20181,-1.08303,86.23341,82.84716,-1.51433,1.42562,197.43881
41.91631,0.70859,0.51225,52.88713,33.80567,1.44868,-2.53838,75.93389
26.91933,2.31592,-1.10278,137.73225,43.66507,3.54540,1.53539,757.20465
15.76406,-4.89817,2.20747,1056.59705,30.92498,-2.47183,-1.42716,184.44495
43.18254,0.84465,-0.12515,59.52423,37.29425,1.07340,2.98889,60.92302
48.81910,-1.08747,-0.01730,80.64478,29.52499,-0.42604,-3.06084,32.24533
40.55571,-1.22166,-2.99196,74.77553,35.87837,-0.55623,0.18800,41.57322
43.50500,1.38955,2.75674,92.71432,30.37292,0.15403,0.39884,30.73392
27.72932,4.00332,2.24243,759.75677,24.83257,1.97642,-1.51486,91.32716
25.06253,0.13284,-2.68497,25.28400,5.53101,-3.62146,0.93372,103.48207
16.40209,-1.23368,-0.89638,30.54936,41.03367,-3.24092,2.14745,525.15735
5.20257,-1.77270,2.32213,15.75489,10.47265,3.05413,2.26433,111.27119
36.67075,-2.97540,-0.12965,360.26202,31.85303,-4.16857,-3.04970,1029.46570
18.98927,-0.24383,-2.30352,19.55657,44.25798,-2.70075,-2.74782,331.00513
37.57227,3.44304,-1.37374,588.26813,44.60298,3.50141,2.04552,740.24072
54.48980,0.98998,-0.54912,83.44474,8.54631,-1.44429,2.68607,19.12131
22.70072,0.24175,2.32351,23.36731,46.05380,-1.15994,-0.73752,80.66909
12.24242,1.05927,2.85627,19.77748,21.46594,4.18541,-0.33210,705.53577
26.96593,-1.39091,0.56141,57.53669,28.51770,-3.53500,1.94354,489.42459
25.64123,-2.06173,-0.74864,102.39513,66.40259,-1.06870,1.26627,108.07140
23.96586,1.86790,2.78076,79.43674,50.37003,0.61844,0.31396,60.31349
23.77121,-0.47113,-2.33714,26.45852,35.57896,-2.17653,0.46098,158.84331
34.02181,1.66196,0.46129,92.86962,35.88466,0.56432,-2.61182,41.75172
44.59601,1.08045,1.70239,73.25897,21.78707,2.80650,-2.88518,180.96591
37.28080,-0.11261,1.62913,37.51742,57.62311,0.13475,-0.48245,58.14703
41.70699,0.61219,-1.87585,49.76950,27.21769,-0.68533,1.82007,33.86353
27.53160,3.44623,0.17176,432.43393,37.24214,1.96473,2.94015,135.43481
10.99024,2.17957,0.43661,49.21201,33.74724,-0.49778,-2.20794,38.01529
55.91311,-0.43781,1.26208,61.35788,52.50616,-1.74454,1.83224,154.84091
10.26776,0.11919,-0.66453,10.34078,6.04701,-4.57623,-1.96689,293.75742
35.18674,-0.93600,-1.19731,51.75888,42.37108,-0.71810,1.91497,53.77337
44.09845,3.23900,0.23375,563.30206,29.60237,4.24153,-2.95869,1029.10413
33.38430,3.89334,3.05098,819.49731,40.08194,3.01328,0.23341,408.89825
30.64953,2.37051,0.59425,165.44989,32.17073,3.76911,-2.48747,697.53754
27.71109,1.21352,0.79255,50.74533,46.62934,2.29794,-1.83126,234.40962
30.88850,-4.70828,0.54445,1712.31079,24.95678,-2.86938,3.14117,220.65363
32.44680,-2.46368,-2.48436,191.97356,46.83820,-2.83446,0.74834,399.99707
32.97160,3.03135,1.18141,342.46677,104.81027,2.26900,2.35675,512.16364
23.30999,-1.12850,-1.04574,39.79636,61.57178,-2.41181,-2.93837,346.14932
33.72873,-1.77064,1.98230,101.94231,22.09843,-3.64231,-1.59353,422.14618
26.72201,2.15510,-2.96612,116.83723,60.63503,1.19465,-0.66698,109.30106
25.38354,-2.69422,1.68705,188.61923,10.81746,0.38494,-2.06240,11.62886
51.08617,2.60283,1.62693,346.77313,29.20366,2.19397,-1.30403,132.61754
41.42195,-4.19940,-0.00214,1380.61707,35.97530,-3.64910,3.06575,691.91559
35.85389,1.31009,0.81132,71.28281,41.24063,1.97633,-2.44837,151.65854
23.84716,-1.35269,1.36602,49.20100,19.11797,-4.03017,0.26596,538.05585
59.44340,-2.19605,0.62546,270.48831,27.74689,-2.09855,-2.23153,114.82966
75.49921,1.52415,1.43122,181.53899,40.82532,2.54973,0.42414,262.95084
21.89763,-2.16341,0.66486,96.52105,24.35678,0.14053,-2.78094,24.59769
55.92057,-1.15630,0.60771,97.65961,24.64249,-0.23568,-2.86732,25.33004
23.28115,-1.24858,2.47774,43.91180,19.98204,-3.74676,-0.86827,423.69226
42.54018,-2.74062,-1.11374,330.98593,41.68026,-2.24946,2.82579,199.81630
27.28316,-3.58663,-1.80478,493.00455,28.97150,-1.82759,1.24590,92.41476
36.61879,4.01534,1.01697,1015.44653,36.89400,3.14655,-2.24114,429.79080
20.99316,-0.42371,-1.49610,22.90594,30.85903,-2.45852,1.73465,181.65182
43.68410,-1.31470,0.21258,87.19742,35.83382,-1.81912,3.04293,113.38876
25.09044,1.17637,2.04387,44.54798,24.64123,3.26209,-1.08085,322.09045
30.07032,3.16264,-1.36257,355.95966,35.70010,4.43786,1.55065,1510.21484
35.52565,2.48670,-2.79706,215.01463,35.48603,4.01420,0.32486,982.90753
32.43364,-1.36502,2.23513,67.64302,37.17512,-0.18287,-0.79555,37.79845
33.49033,2.56379,1.94908,218.72389,36.28363,1.41520,-1.24583,79.10141
37.96711,-2.86678,-1.25737,334.81689,35.26722,-3.69587,1.88029,710.73120
38.94114,-1.46365,2.00356,88.65152,12.14094,1.01350,-0.58613,18.92874
37.45744,-1.42302,3.02824,82.23102,36.66386,-0.56037,0.28610,42.57259
29.47188,-1.26574,-1.20368,56.40536,33.91198,-2.72725,1.74394,260.37894
38.54876,2.68320,-2.18224,283.33795,41.21477,3.09452,0.84317,455.87622
14.00119,1.98440,-0.28857,51.88943,14.78370,-1.53500,-0.89290,35.90069
18.24722,-1.75960,2.01812,54.57974,28.74539,-4.09099,-0.99478,859.71722
28.45045,4.82367,-1.30196,1770.02820,22.65564,2.82412,1.79525,191.50215
27.14869,1.43516,-1.66345,60.24820,25.51425,-0.22051,1.82432,26.13708
55.18446,2.29356,-0.92378,276.22882,26.86897,3.31405,-3.12380,369.88510
7.15875,3.31441,-2.89255,98.58476,9.68429,-1.19181,-0.04619,17.41580
48.00765,-2.34802,-2.28316,253.49066,27.23203,-3.11042,0.41915,306.02121
29.17195,2.93692,-0.30564,275.83057,32.25405,1.32190,2.75076,64.78487
56.81157,-3.36328,1.93250,821.45312,29.20730,-3.27474,-1.12408,386.61783
29.14179,4.20759,1.06654,979.30090,31.37597,2.65354,-2.06374,223.94032
21.68985,0.13770,-0.64606,21.89580,60.98163,-0.24376,2.82434,62.80236
22.05897,-3.12095,-1.47979,250.50073,21.00430,-1.10199,1.93236,35.10194
36.32151,-0.47470,1.29242,40.49135,30.79017,0.88686,-2.29119,43.71335
12.06250,3.25274,0.27926,156.20816,34.50980,0.55387,-1.64938,39.93982
48.98084,-3.87458,-1.79246,1180.02686,31.17340,-4.39289,1.53576,1260.75024
32.74067,-4.44551,0.00767,1395.65515,34.46340,-3.22182,-3.11938,432.75055
34.44910,0.86347,-1.85895,48.10954,33.84026,2.15733,1.33534,148.28259
17.83163,1.66007,-1.04880,48.58939,35.65630,3.50920,1.93682,596.37726
33.71714,3.13786,0.11306,389.39563,34.57647,4.33575,-3.08501,1320.74463
28.38992,2.94100,-2.18886,269.52744,27.41413,1.09400,0.49488,45.52217
38.60933,1.15577,-2.68408,67.39809,48.66087,1.79495,1.26515,150.49092
13.58130,-5.28871,-0.70459,1345.17896,23.75591,-2.66955,2.05290,172.26247
4.11423,0.18498,0.43254,4.18482,12.11384,5.01839,-1.89708,915.65198
18.58232,1.85714,-2.36098,60.96418,18.82296,4.45427,0.74049,809.43646
33.49397,-0.70283,-1.59837,42.11276,42.50568,-1.88667,0.59787,143.43398
38.19980,0.59542,-0.45463,45.17365,36.23262,-0.24760,2.58146,37.34898
33.41669,1.96779,-1.65954,121.88030,5.74672,-1.45112,2.20336,12.93642
65.03867,-1.98843,-1.76850,241.97485,26.58811,-1.34229,2.25870,54.35977
41.59692,-1.69551,-0.23743,117.15615,38.93437,-1.36334,3.00384,81.08134
48.20231,-0.17258,0.06708,48.92191,21.69195,-1.54308,2.83938,53.06602
24.08731,1.94731,-2.41250,86.14192,35.84985,3.89614,2.10446,882.49207
28.62696,-1.69983,0.41781,80.95307,27.44729,-3.55160,-2.50410,478.92529
41.54339,-2.60361,-0.72142,282.21204,37.38792,-2.85374,2.50230,325.46542
36.21636,-3.61925,1.87147,676.09161,32.42356,-2.52449,-1.31226,203.69418
36.71856,2.27980,0.60599,181.33440,34.90446,1.27324,-2.37257,67.23174
26.92319,-1.52155,1.74463,64.58430,10.40155,1.64649,0.96634,27.98782
32.05362,-3.07675,-0.88692,348.32669,34.70238,-4.50393,2.73129,1568.25317
33.37365,2.83851,-1.96036,286.15973,22.42934,4.52266,1.05007,1032.76721
18.99733,0.23050,-2.03440,19.50422,28.59669,2.61838,0.94713,197.12328
44.94506,2.32610,2.98152,232.26747,36.96036,0.98765,-1.82914,56.50058
42.94202,1.48418,0.42851,99.58306,38.07964,1.28599,-2.92304,74.15292
39.05132,4.50059,-1.55305,1758.90271,40.37111,3.90109,1.48428,998.70862
25.51165,3.52874,1.87470,435.10660,6.12372,-0.13893,-1.72885,6.18292
41.24877,-0.68430,-2.80774,51.28938,17.92482,-2.59969,1.31697,121.29623
52.68736,-3.42747,0.23900,812.20093,17.51563,-1.85822,-2.93126,57.52370
32.86024,0.45760,0.23137,36.36111,32.43059,1.90579,-2.89896,111.45437
22.12444,0.19664,-2.09507,22.55358,24.83125,-2.05198,0.89201,98.22917
32.44592,-2.19423,-0.00953,147.37848,29.80603,-3.83429,-3.13260,689.74176
37.91269,-1.33111,-2.65530,76.76235,43.09863,-1.90152,0.89630,147.51352
47.18531,-3.13114,2.43172,541.30341,31.34636,-3.77226,-0.60118,681.80316
35.28943,2.05989,-2.03683,140.67354,42.61692,1.23516,1.25736,79.47484
52.03434,-0.09775,2.57095,52.28314,33.37867,-0.73700,-0.08365,42.86153
38.75568,-3.64671,-2.00302,743.61487,42.23621,-3.49365,1.14736,695.54974
18.86398,-1.11632,-2.03635,31.89028,27.70524,-3.46796,1.14505,444.70435
64.74459,-0.35186,1.77421,68.79395,18.87747,-1.61647,-1.25417,49.40113
31.86103,-2.98094,-1.54080,314.73935,27.36572,-0.96632,1.95096,41.16809
12.08064,-2.13211,1.05233,51.65200,28.99446,0.53594,-1.81133,33.25908
15.05166,-0.46560,-1.25687,16.71284,25.99818,2.20775,2.26341,119.65871
34.43105,-2.80339,0.61418,285.10675,32.11597,-4.18557,-2.52219,1055.75354
23.43016,-3.93878,0.82380,601.86389,20.39043,-1.53079,-2.58018,49.32634
25.81156,1.34652,0.17060,52.96734,25.01812,-0.73183,-3.01765,32.02203
31.21741,2.99761,-1.91229,313.54010,51.57789,3.03992,1.31601,540.31317
9.04767,-2.83196,2.36827,77.07533,34.19314,0.54374,-1.71958,39.37357
22.75726,2.36171,-0.19293,121.78875,37.13004,4.19527,-2.51837,1232.47327
45.21456,-0.29321,0.58011,47.17206,39.06726,0.21642,-1.85442,39.98576
30.38596,2.61692,0.99574,209.15378,47.04356,3.39358,-2.34698,701.08972
10.74602,-1.25749,2.15233,20.42257,49.71734,1.30293,2.16008,98.23634
10.35475,-1.27302,-0.71639,19.94118,30.15784,1.67965,1.30179,83.68943
17.81591,-4.71135,-1.87148,990.66663,43.31649,-2.69683,0.36296,322.70874
33.53129,-0.57857,1.81758,39.30178,55.16253,0.33972,-2.56829,58.37637
57.41606,1.31148,-2.71523,114.28906,26.40305,0.57267,0.06612,30.85215
40.98794,-1.55881,0.86171,101.72314,31.07474,-0.56430,-2.41348,36.15504
22.81968,-0.44457,2.16261,25.11213,23.90908,-2.18167,-0.70911,107.27902
37.01939,2.31114,-2.84142,188.52197,36.31639,3.10030,0.21076,404.01273
26.92808,-1.23583,-2.01187,50.24561,30.57388,-3.02653,0.47135,316.04114
39.80178,0.06178,-0.42010,39.87778,24.13603,-1.52068,-2.78326,57.85292
48.19740,2.31208,2.85265,245.67255,28.58029,2.83637,-0.36465,244.53769
42.95685,0.99140,-0.34230,65.85417,8.67451,-1.74947,2.99594,25.70008
39.44240,2.49396,1.86959,240.43628,40.59068,2.06991,-1.56575,163.38379
19.80775,-2.39459,1.12471,109.48691,80.06399,-1.86981,-2.46979,265.86240
10.88316,-5.01139,-2.94072,816.89185,34.40430,-2.28026,0.76283,169.98337
21.65673,-2.25361,0.96483,104.24563,38.06339,-3.98024,-2.30238,1019.11871
61.21901,-0.18989,1.03326,62.32600,12.34816,-0.87600,-0.99475,17.39683
7.07779,1.76155,0.03826,21.20944,12.25978,-2.44985,-2.99443,71.55386
39.68402,3.16106,-2.47012,469.02652,29.36621,1.92917,0.45236,103.20803
40.12653,1.66386,-2.93832,109.72667,38.29073,1.14496,0.27905,66.25327
38.83728,-0.62885,0.03487,46.77293,33.81340,-0.04221,-3.06390,33.84353
32.36531,1.57291,0.89789,81.36797,30.07527,3.24260,-2.78833,385.55469
23.92717,0.00292,0.70443,23.92727,24.57353,2.19359,-2.24327,111.54962
13.87814,-2.41717,-2.78603,78.43369,16.71817,0.82902,0.61731,22.79984
40.89955,1.57288,2.87969,102.82068,28.12530,2.97623,0.57098,276.53726
43.01765,-1.30444,1.45969,85.10950,34.33532,-1.72056,-1.67961,98.99917
30.68990,3.56576,-3.04608,543.13092,28.92109,1.96714,-0.02977,105.41837
42.69623,2.57911,2.46039,283.10318,33.29052,1.74351,-0.21164,98.07835
19.52181,-1.62619,2.58189,51.54861,33.81139,0.60016,-0.07834,40.08559
34.02817,0.67613,-2.24875,42.10693,32.70803,1.95819,0.46489,118.20051
24.86794,-3.64213,-1.36619,474.97006,37.86690,-2.13390,1.92614,162.18582
41.55078,-1.19863,-0.98722,75.14851,30.64012,-2.20121,2.19660,140.12662
32.23075,-2.71567,-1.40868,244.64661,42.94106,-2.56229,2.02682,280.03244
35.25418,0.30022,0.59815,36.85493,35.48282,1.30076,-2.58323,69.97969
18.11573,5.04783,-1.82294,1410.22998,18.24525,2.05363,0.90368,72.29115
35.82169,0.56903,0.26793,41.77934,40.57840,-0.18269,-2.90049,41.25742
33.98175,1.06058,1.34970,54.95349,29.29324,-0.20077,-1.81166,29.88563
37.69893,1.16498,-3.11526,66.30868,41.14544,0.83962,0.04093,56.52061
12.33242,-2.40622,-0.75603,68.95152,8.59936,1.40917,2.13234,18.64733
27.80980,2.59823,-0.06636,187.91461,29.08826,0.80249,2.67412,38.96809
26.69617,-1.43237,-2.88511,59.09648,45.98761,-0.41659,0.17215,50.03617
46.36343,2.18823,-2.36429,209.36566,37.28899,1.47553,1.34774,85.80207
34.79517,-2.17492,0.88558,155.10170,27.71217,-3.78443,-2.42083,610.12750
40.32951,3.25024,1.10595,520.96124,39.26730,3.04944,-2.01621,415.27032
23.88094,1.39351,-0.77934,51.07151,21.69785,-0.94649,2.08781,32.16436
23.17937,3.56360,1.35271,409.32770,20.56358,1.12665,-1.83183,35.05490
33.31144,-4.85776,1.89169,2144.30884,33.13710,-3.63668,-1.06648,629.47357
16.58575,0.27325,-0.28797,17.20879,60.61672,-1.75348,-0.18490,180.26854
42.31194,-4.92690,-0.69431,2918.64502,30.90568,-3.96081,2.53162,811.56354
29.80910,-2.45610,0.15992,175.05492,34.88328,-1.05763,-2.95209,56.28094
11.08313,-2.74779,0.67144,86.84807,52.41041,-0.26239,-0.40818,54.22499
29.74255,2.08954,-1.29363,122.01775,34.68100,0.45735,2.79367,38.37169
14.04001,-1.32188,0.06037,28.20004,32.06644,1.23756,-2.86026,59.92056
34.10047,-2.03501,1.75587,132.70216,44.89050,-2.27035,-1.49986,219.65012
41.65176,2.78399,-1.61484,338.32257,24.51259,4.28318,1.11087,888.38696
38.51174,-3.59806,1.41096,703.89471,42.16198,-3.79150,-1.48532,934.84613
43.06550,-1.42303,0.44823,94.54332,38.42225,-1.41542,-2.67594,83.78057
34.21576,1.53620,0.16801,83.18037,36.77327,0.24019,-2.65468,37.83908
42.25997,0.89855,-0.39347,60.49924,47.98202,1.21010,2.73106,87.61479
15.39653,0.14708,-1.47533,15.56336,18.76217,-2.82098,1.38690,158.09868
26.16606,4.30857,1.52888,972.68909,28.57352,2.49747,-1.81197,174.78401
7.69527,-0.51123,-2.46867,8.72295,8.42674,4.10606,0.84888,255.85170
23.57297,-1.33378,-2.71189,47.83936,14.88156,-4.19607,0.63030,494.36444
11.90426,-1.82842,-1.47992,38.00280,14.68668,1.70741,1.93747,41.82746
37.07114,0.54240,-2.43161,42.65928,30.06379,1.78093,0.92475,91.75222
45.56154,-2.96608,-1.05359,443.47675,26.66426,-1.91171,2.01326,92.15819
40.17395,2.23550,2.68763,189.98425,35.74980,2.93087,-0.25741,336.00079
54.96777,4.21089,1.99414,1853.28345,83.74758,3.28627,2.59100,1121.39087
21.10748,1.65916,0.08245,57.46719,72.85222,0.96590,-2.55796,109.56239
24.11026,0.39603,1.45973,26.02585,36.07880,-1.71440,-1.95347,103.42734
48.41832,3.47684,-1.76350,784.08948,27.24551,1.72282,-0.67830,78.72433
35.76139,2.78181,3.00768,289.84897,30.96133,1.64152,-0.20973,82.92509
22.00721,2.15819,-2.74889,96.51212,21.65668,4.49889,0.96262,973.77924
7.81729,4.73638,-1.64872,445.70242,15.07135,0.86535,2.90509,21.07535
36.66818,-2.15246,-0.34663,159.91411,44.39493,-2.67381,2.75523,323.28479
33.90797,-1.01312,0.24254,52.85026,42.54334,-0.77423,-2.98549,55.94424
32.20164,1.57278,-1.81431,80.94681,41.33216,2.74114,1.95879,321.75461
16.60632,-1.93336,1.02813,58.59858,25.29836,-4.53084,-2.25168,1174.43616
59.19780,2.84713,-1.26649,511.94873,21.34842,4.13119,1.02830,664.66095
42.82155,-2.82274,1.52865,361.46237,37.82291,-3.45458,-1.63815,599.05353
17.37653,-4.38105,0.54422,694.49365,22.28660,-1.64914,-1.98814,60.11523
26.02311,-1.61664,-1.15452,68.11138,25.77396,-3.65557,2.03712,498.92264
11.32668,3.50052,3.01915,187.81291,21.88936,0.25726,-0.29206,22.61772
1.68312,0.94677,1.56825,2.49553,59.21647,-3.22602,3.06684,746.68781
40.52510,-3.02430,-2.25762,417.97989,36.21600,-3.64963,1.03198,696.91010
26.34637,2.40074,-1.84301,146.51251,33.98513,0.64833,0.88990,41.38143
5.67933,1.13945,-2.59722,9.78278,10.24902,5.83623,0.35787,1755.08142
24.71311,-0.27940,1.39763,25.68400,17.98719,-2.96718,-3.09377,175.27174
7.65345,-1.28664,2.98435,14.91197,5.27207,-6.19880,-0.53922,1297.35144
28.19522,0.64656,-2.83087,34.29674,21.15161,2.82861,0.48550,179.58873
42.70737,-1.08995,-0.94644,70.68819,40.08359,-0.46748,2.20825,44.54384
19.28062,-0.09701,0.95863,19.37141,17.80364,-2.89685,-2.19488,161.76549
33.14771,-1.02554,-2.38692,52.16117,39.94529,-1.81580,-0.21375,126.00175
15.12204,0.70782,1.38897,19.07098,28.05142,-1.97177,-0.47233,102.70413
40.39746,1.78450,1.17148,123.70715,42.06134,2.10968,-2.03952,175.96103
40.75401,-0.05436,-1.95595,40.81423,32.57403,-0.98611,1.21914,49.73743
59.22765,2.28795,-2.25427,294.84183,45.20404,2.36805,0.94417,243.42818
15.12250,0.43539,1.85128,16.57861,29.73714,2.94342,-1.09767,282.99786
32.35170,-3.46738,-0.64922,518.98145,33.08447,-4.70886,2.37000,1835.10095
47.12297,0.31025,-2.29036,49.40919,33.81514,0.79901,0.68319,45.19571
37.95308,-0.30767,1.20946,39.76363,56.36417,-0.80653,-3.10247,75.71201
32.13006,-0.85263,-0.91636,44.53402,46.56909,-0.20710,2.51586,47.57135
12.26469,2.38747,-2.04350,67.31973,12.90295,5.82102,1.58526,2176.21313
40.60538,-0.66765,-0.06751,49.99652,34.40388,0.07492,-3.09311,34.50048
33.19971,-2.25511,-0.34495,160.04257,31.59159,-0.80343,2.89602,42.34817
6.55401,3.49394,0.90588,107.96351,13.13087,-0.78386,-2.32830,17.37573
31.32899,0.46239,-2.17259,34.73828,38.31381,-0.81549,0.93922,51.77557
15.60065,-0.35087,2.37680,16.57082,14.90196,-3.61672,-0.97275,277.49185
37.04254,1.97938,-0.89453,136.62004,38.40997,2.73816,2.19249,298.12244
39.58971,1.40304,-0.67404,85.38304,41.60211,1.84966,2.43384,135.51773
37.78465,2.07433,1.86348,152.74100,41.82534,1.67140,-1.26626,115.17805
22.30615,-1.22503,-0.82883,41.24421,18.33660,-3.91599,3.07857,460.41937
39.56572,-2.43390,-0.37554,227.32391,24.42488,-3.98512,-3.04087,657.15302
31.88306,-1.35531,-2.71340,65.93134,31.92376,0.09900,0.62158,32.08032
57.11078,-2.06008,0.31358,227.70221,27.20488,-2.76250,2.74964,216.31287
32.11315,2.65205,-2.08262,228.86284,63.32942,3.90059,2.31009,1565.88525
33.17565,0.48585,-1.33852,37.16884,37.49903,-0.58463,1.18140,44.09201
22.14779,-4.08483,0.83177,658.32544,21.65665,-1.46501,-0.61174,49.36261
37.98294,4.44453,-2.46635,1617.53931,37.37797,3.67060,0.84390,734.49469
25.91793,-1.29443,2.45607,50.83754,52.86558,-2.39840,0.03332,293.31009
29.89981,2.19933,0.70767,136.49072,24.23620,3.83122,-2.60225,559.13599
17.43257,-2.65359,0.68351,124.42822,38.86336,-0.83288,-3.08283,53.14020
31.21685,-0.74706,0.11771,40.34061,29.80467,-2.45047,-2.87696,174.06067
35.97550,0.67241,-1.69531,44.41936,33.56755,-0.54772,1.79608,38.72979
26.37570,-3.21047,-1.02462,327.46924,40.54198,-1.64808,3.09890,109.24873
24.07609,-3.30610,-2.69786,328.82166,22.23839,-0.86368,1.66447,31.06121
2.08048,7.31785,-2.43100,1567.59619,5.34311,1.03154,2.08903,8.44704
44.87156,2.14010,1.98059,193.34970,45.50442,2.11994,-0.31093,192.27113
53.17599,1.96753,-3.02039,193.89981,23.48318,0.73134,0.88286,30.04821
8.12971,-1.23420,1.87198,15.14854,26.33462,2.09233,-0.77599,108.33015
30.92194,-2.58592,1.10611,206.41745,40.49427,-3.55353,-2.31805,707.94385
27.97289,-0.12530,-1.93070,28.19277,14.92327,2.61056,-0.41616,102.07640
38.47237,1.17642,2.28132,68.30984,37.35180,1.87331,-0.72530,124.44590
11.14249,-0.06033,1.52301,11.16277,11.69040,3.81848,-1.75792,266.28952
19.31386,-3.40794,2.15858,291.98727,35.98510,-1.47593,-1.29513,82.83163
30.36485,-1.27105,0.88227,58.37849,34.59215,-1.11316,-2.27614,58.33052
22.87700,3.99553,-2.21665,621.94550,13.30620,1.00495,1.42058,20.61018
36.13614,2.00065,-0.29456,136.03644,14.69364,4.37895,-2.75988,586.03076
37.94795,-3.38183,1.88471,558.94537,43.73432,-3.58191,-1.62575,786.56061
18.02325,-0.21481,2.42807,18.44068,21.02008,-2.94338,-0.29598,200.03366
39.28794,0.78586,-2.91398,52.05679,43.99001,1.16652,-0.52820,77.47201
48.18161,3.44265,2.50786,754.08636,28.15912,2.62203,-1.03707,194.80795
25.41939,-2.34086,-2.27274,133.27953,22.66302,-4.56142,0.93338,1084.76501
79.60671,-0.50804,-0.46636,90.10319,22.52312,-0.52118,-3.06823,25.65194
42.97671,0.55057,0.02280,49.65661,47.70045,-0.32135,2.21457,50.18463
34.25690,-0.67952,-1.21221,42.47501,26.93831,0.89817,2.23267,38.55435
38.70302,-0.61550,-0.30937,46.26855,41.37957,-1.16049,-3.13724,72.51389
40.22154,-2.04382,3.10599,157.86165,40.93078,-2.14474,0.25515,177.16789
34.10873,0.49105,-0.87126,38.30431,31.89904,1.78123,2.03343,97.38089
10.89459,-4.67683,-1.03011,585.24780,12.25047,-0.80435,-3.11608,16.43165
13.64664,0.80674,-0.68646,18.33359,12.60944,4.48237,2.57251,557.68512
12.80299,-1.23270,3.01034,23.82624,15.14681,2.23864,-0.76322,71.85019
18.89807,-0.74435,2.80601,24.37954,36.45680,1.31830,-0.75558,72.99833
20.75136,0.04918,0.67680,20.77646,66.44337,0.32148,-2.92338,69.90649
41.79567,1.24688,-2.40114,78.71918,38.94908,1.26282,0.53859,74.35859
16.17256,-1.52525,2.80467,38.92622,16.37530,-4.64049,-0.18746,848.27710
39.34159,2.75336,0.84505,309.99179,34.27146,1.94150,-2.43603,121.88087
24.40411,-1.53546,-1.51825,59.28756,19.74269,0.79585,1.92673,26.33203
33.78754,-1.07343,0.17432,55.19572,51.80486,-1.15974,-2.41005,90.72804
36.72881,2.07202,1.95448,148.14224,35.08078,3.06249,-1.04508,375.84857
6.04673,5.86386,1.44782,1064.48071,64.06316,2.98335,0.77611,634.37103
44.01225,-4.37590,2.14396,1750.01599,44.06765,-4.20322,-1.00161,1474.42505
23.80850,3.40846,2.92610,360.12372,19.85566,0.99249,-0.13729,30.46441
49.83328,4.24067,0.60851,1730.93616,34.65712,2.75595,1.77856,273.78271
38.55359,-2.18458,2.84246,173.48059,33.19312,-1.22281,-0.41497,61.25988
30.94217,3.44397,2.67055,484.90762,77.02576,1.75875,-2.89768,230.20831
44.78825,-0.04973,1.71146,44.84366,37.30465,-0.11359,-1.01970,37.54557
26.14117,2.21860,-2.37286,121.59796,39.79239,3.88399,-0.14896,967.71613
