l1Pt,l1Eta,l1Phi,l1E,l2Pt,l2Eta,l2Phi,l2E
16.96409,-0.32739,-3.03838,17.88138,2.64739,4.63087,-0.98361,135.82884
37.25727,-2.99898,1.42541,374.71225,48.65070,-3.18871,-2.05551,591.06848
9.47011,1.29174,1.22220,18.53261,70.01815,3.33515,-2.22305,984.39569
22.69931,1.17942,-3.04044,40.40404,30.05666,3.18906,-0.39795,365.29269
13.39806,-1.94605,3.11704,47.85670,11.12860,1.73969,0.19686,32.66881
22.98400,-4.08682,-2.03153,684.54370,26.05694,-1.96432,1.17449,94.72066
43.63591,0.03994,2.83417,43.67072,19.40210,1.74741,-0.18027,57.37142
26.29023,-2.95076,-2.26582,252.02786,52.08155,-1.95794,1.45018,188.16801
26.31544,-2.04371,1.13237,103.27180,39.12436,-3.49712,-2.35413,646.54077
43.04289,-0.50132,0.12313,48.56599,42.62027,-0.62384,-2.89353,51.18616
11.68658,-1.58677,-2.54715,29.75697,143.31490,-1.14146,0.16597,247.26750
26.56044,1.74131,1.84618,78.08929,47.93875,2.91638,-1.42358,444.11389
52.32597,0.07363,-0.24419,52.46789,34.49015,-0.71983,-3.12343,43.81834
70.41984,-3.35942,-1.37221,1014.30444,35.31511,-2.51270,1.63346,219.29330
23.44314,0.43737,0.83265,25.72132,63.70465,1.39331,3.13161,136.21402
37.93474,2.68495,0.14068,279.30716,42.99609,1.86157,-2.67588,141.65576
44.49035,-3.90198,-0.61136,1101.59436,29.38632,-2.90093,3.10313,268.09250
41.69596,3.25901,-2.59436,543.34479,38.95936,3.52279,0.87481,660.52417
11.91371,-2.28894,3.08457,59.36494,8.35383,-6.44414,-0.75963,2627.32178
28.42617,0.09578,3.08197,28.55666,49.03221,-0.77630,-0.12377,64.56361
50.06305,-0.13217,3.07619,50.50095,28.13634,-1.03593,0.21957,44.63311
25.26517,-2.20654,-0.59603,116.14761,28.83519,-4.11514,2.66842,883.46979
34.41710,-4.20169,0.83716,1149.77429,36.78601,-3.12138,-2.01236,417.91922
24.66756,1.86839,-0.97569,81.80066,20.29958,-0.44361,2.31423,22.32993
37.17061,3.80945,2.57284,839.08466,24.06553,2.17308,-1.07055,107.08059
21.08191,0.35355,1.86049,22.41331,20.68512,2.86264,-1.73030,181.66522
43.17054,-3.31387,-2.17074,594.18976,31.53531,-2.37269,0.75392,170.59651
39.14119,-3.09344,-1.72121,432.47446,40.21714,-2.58275,1.03953,267.62637
13.35367,-0.31219,-2.24429,14.00972,9.11613,3.62458,0.71166,171.08932
32.06155,-0.81531,1.71024,43.32123,28.19316,-2.46132,-1.69962,166.41893
26.03100,0.38996,-2.31167,28.03548,26.06412,-1.58932,0.73838,66.52194
29.00965,2.45453,0.25090,170.09618,63.72055,2.80452,2.55521,528.23334
47.44631,1.26762,0.34496,90.95209,35.56020,1.13986,-3.06862,61.27344
11.27816,2.50862,-0.64997,69.75196,25.77076,5.46823,2.72179,3054.41333
30.42136,0.57464,-1.65792,35.58392,25.13063,-1.51399,1.59910,59.87198
36.18808,-2.50620,-2.91194,223.27710,39.84418,-3.36785,0.18326,578.74829
40.46943,-2.59494,-2.00397,272.56995,39.59425,-3.05523,1.19115,421.14972
34.23322,-2.90534,2.15436,313.68350,36.11546,-4.09994,-1.24239,1089.84546
31.69899,-3.86829,-0.55807,758.89874,51.49154,-3.52210,2.56799,872.39728
35.74210,0.18629,-2.40519,36.36406,35.33493,-0.41622,0.68650,38.44008
11.26199,3.23276,-1.84527,142.96472,10.74935,-0.71279,1.59546,13.59769
41.03769,0.06472,-2.28326,41.12367,30.24115,1.12465,0.85942,51.46915
32.97443,2.46022,1.65289,194.43050,41.56937,3.35651,-1.92200,597.01160
23.63402,0.92802,-2.83803,34.56272,20.69225,-1.55800,1.16712,51.31541
23.26926,-1.21508,2.64677,42.66696,34.24097,0.54775,-0.58790,39.50739
38.29151,3.77391,-1.88849,834.23511,40.67008,4.12559,1.37567,1259.15125
22.71098,-0.05240,2.20013,22.74217,16.38701,-2.97921,2.67340,161.60130
18.87960,3.15981,-0.04233,222.86046,81.11756,4.05223,-2.26450,2333.86694
34.28576,0.39376,0.07816,36.97830,17.13726,-1.79482,-2.13155,52.99289
49.25735,-0.17156,-2.03595,49.98405,63.23561,-0.28751,2.56138,65.86722
15.77392,-1.73736,1.67837,46.20417,22.83244,1.09259,-1.53445,37.87151
36.86105,-0.52102,1.82844,41.97847,30.52347,1.05425,-0.20912,49.11656
59.78463,-1.90228,-2.25101,204.77295,85.62792,-0.82462,-2.07811,116.42924
40.96268,1.66626,-3.10596,112.26402,21.50998,-0.55852,3.05337,24.95306
40.06780,2.47869,1.15322,240.59579,22.11596,4.28717,-2.90944,804.73621
40.31174,2.49545,1.19232,246.09592,35.62164,1.60597,-1.85646,92.32050
27.36913,1.49675,-1.29154,64.19456,12.22671,-1.32205,1.76340,24.56166
29.86749,1.43293,-1.26500,66.15009,26.74613,-0.49394,1.93470,30.07579
28.86400,1.39712,-0.57346,61.92536,34.37934,2.83134,2.41445,292.69086
86.18581,-1.37376,1.65074,181.13297,20.31993,-1.72628,-1.85129,58.90418
23.93182,-2.57104,-2.25247,157.42232,42.98897,-3.99785,1.26904,1171.43396
30.76374,-1.56062,2.47122,76.47549,24.88309,-3.49269,-1.03480,409.38544
58.74719,0.57854,-3.01755,68.85603,25.85577,0.09881,-0.14881,25.98209
43.93045,-1.89322,2.18761,149.17271,34.44287,-1.38816,-0.80314,73.31194
34.20470,2.03531,0.81006,133.14597,29.97104,3.49999,-2.89671,496.70145
22.69952,2.87009,2.27595,200.83682,16.22605,0.17040,-1.39588,16.46218
34.08744,-1.52079,0.15958,81.71423,47.06625,-1.64100,-2.74167,125.99850
61.73783,-1.94374,-2.09756,220.03418,27.69267,-1.88474,0.74871,93.27605
30.12969,-1.09472,-0.34100,50.06033,27.87688,-2.96570,-2.97995,271.24072
38.73244,0.34170,-2.99167,41.01577,33.76034,-0.78908,0.20031,44.82759
23.00268,1.43129,-1.47051,50.87138,23.27767,3.70554,1.87118,473.65939
34.49177,-2.43418,-1.14155,198.22682,32.89790,-3.75976,1.90689,706.66882
59.70348,-2.21664,-2.63586,277.18585,16.89299,-0.69236,1.15930,21.10622
37.98864,-3.53303,2.94449,650.68390,40.79730,-3.48376,-0.05053,665.25531
26.88324,0.00182,-0.84610,26.88329,40.64846,-1.51663,2.68383,97.07458
37.16655,1.90053,-0.83167,127.08966,38.16900,1.13369,2.37369,65.43959
24.95650,-1.17357,-0.25465,44.20759,33.82193,0.50973,2.63387,38.31179
28.69335,-1.80793,0.99267,89.83582,43.95523,-2.92245,-2.51104,409.67618
38.79493,3.85723,-1.99624,918.57166,41.37256,3.76795,1.14187,896.01471
47.98808,-2.91110,-2.54607,442.24442,33.13371,-3.65719,1.32554,642.43384
43.07898,-1.71894,-0.20972,124.02147,39.22754,-2.70783,2.82627,295.45078
10.20734,2.80016,0.75582,84.25187,5.55777,-1.81958,2.83460,17.59411
37.24133,1.56898,3.01844,93.28931,46.78872,1.28507,0.37386,91.04048
35.71911,0.23353,1.32724,36.69752,31.48859,1.40473,-1.72493,68.01295
29.40172,-2.74272,-1.53772,229.23885,30.81861,-4.27276,1.62689,1105.36316
28.31049,0.33751,-2.45261,29.93832,48.43610,1.27382,1.13108,93.34236
17.93577,3.94664,-0.24510,464.36255,16.76918,0.93215,2.02298,24.59768
19.94471,-0.64020,-1.74175,24.17340,26.62895,-2.97389,1.33569,261.21750
32.28817,3.25690,0.84294,419.86795,52.79429,2.83786,-1.81099,452.38904
17.92357,3.61055,-2.89041,331.70575,104.92945,3.30482,0.88854,1431.25745
28.34337,3.05002,2.72957,299.91693,44.16954,2.16042,-0.31458,194.12672
34.57821,-2.22221,-0.03127,161.41231,78.74666,-0.97692,0.89710,119.40916
48.73338,2.04074,-0.13799,190.70024,31.43442,1.42160,2.49004,68.92104
32.77992,-2.09987,2.86776,135.83290,42.17690,-2.95425,-0.18074,405.73071
37.43856,-3.28453,-2.22449,500.44138,36.21360,-2.11128,0.82718,151.73309
36.95659,1.91245,2.03806,127.82172,38.78053,2.61825,-1.21904,267.28699
28.06907,-1.68621,-1.35861,78.37181,40.28178,-2.89635,1.81744,365.82126
36.70676,1.79500,-0.29199,113.52708,39.96984,2.38530,3.05572,218.92152
29.77913,-1.85922,-0.54504,97.89134,46.93625,-2.62029,2.59016,324.15213
29.36650,2.29011,-1.32196,146.49924,26.37643,0.12369,-2.64404,26.57848
25.00042,-4.92828,0.59706,1726.88574,22.97496,-2.69026,-2.71061,170.05305
72.17036,1.63908,2.78635,192.86014,7.99551,3.90184,0.72740,197.94255
7.89861,-0.08279,0.64967,7.92570,7.90459,-4.69750,-2.76492,433.49350
43.71288,2.11121,-1.47150,183.14214,37.87063,1.97499,2.05654,139.08580
34.04808,-2.94025,-0.75485,323.00351,44.20448,-2.31996,1.92523,227.06927
32.33524,0.08250,-1.25776,32.44535,47.76286,0.08140,2.18473,47.92118
56.17601,2.28944,2.37466,280.05719,34.12083,1.78119,-1.87771,104.16033
17.44551,-0.43226,2.64672,19.10088,14.29580,2.73928,-0.18639,111.08145
31.37901,-1.31976,-0.78020,62.91054,55.88264,-1.41199,1.70486,121.48228
27.53062,-4.56380,0.22545,1320.89075,28.60702,-2.95052,2.25618,274.17294
15.61096,-2.71579,-1.38768,118.50849,27.15661,0.13117,-0.79068,27.39058
33.97124,-1.16201,-2.81422,59.60611,29.12804,-2.63951,0.09457,205.02939
30.27230,2.46368,3.04793,179.10707,20.33373,4.62704,0.00007,1039.26428
38.87685,-0.28722,-1.78732,40.49151,39.02374,0.28542,1.21216,40.62413
38.02551,4.39173,3.08719,1536.08398,36.55234,3.64143,0.06999,697.64508
27.59681,2.70944,-1.03248,208.18227,46.14119,3.68987,2.03195,924.31543
42.04421,-0.49447,-1.41859,47.28970,42.37170,-0.76074,1.84336,55.23518
32.51275,2.38909,2.56165,178.74371,52.96333,2.87752,0.12472,472.07343
18.56830,-1.65788,0.51956,50.49389,25.34965,0.77598,2.99400,33.37242
31.54221,-3.92496,1.71779,799.13696,36.30325,-2.69556,-1.33425,270.11963
27.88996,1.16644,-2.82729,49.11443,30.99536,2.82704,0.36388,262.75586
40.66965,-0.16472,3.05503,41.22261,37.78734,0.45775,0.00466,41.81584
31.91600,0.31332,0.47020,33.49540,30.97559,1.77003,-2.67186,93.56734
34.67754,3.03158,-2.23842,360.26669,30.91607,4.35885,0.66333,1208.50330
63.64196,2.46839,-0.83692,378.29279,16.20120,4.09633,1.17093,487.13907
25.29994,-2.39290,2.18631,139.61156,40.93491,-3.41329,-2.24305,622.16803
12.07175,-5.49172,0.55413,1464.77600,20.11227,-2.28674,-2.11169,100.00252
28.07405,-4.47152,-2.38178,1228.25537,25.51708,-2.53118,0.92933,161.36894
8.47411,-1.89085,1.86821,28.70989,3.00343,-7.29292,0.37352,2207.31104
22.99958,-4.24277,-2.57285,800.55212,19.57569,-2.63983,1.23436,137.83485
49.76208,-2.01932,1.92422,190.73622,25.01509,-2.87208,-1.06320,221.76207
37.16749,2.63571,-1.14070,260.63425,41.58513,2.98833,1.89982,413.83292
32.67325,2.20737,-1.72025,150.32590,53.26285,2.82995,1.50132,452.83075
36.30667,3.07712,2.44896,394.68951,17.57465,0.95646,-0.84788,26.24535
26.24177,2.48871,-0.11597,159.13939,51.52329,2.47140,-3.01613,307.16867
10.87299,1.98549,2.69464,40.33839,14.09009,5.67007,-0.49189,2043.48157
49.79196,0.88334,-2.07559,70.51433,22.17231,-0.36557,1.24866,23.67043
22.55723,2.21513,2.44631,104.57217,15.79836,4.98103,-0.40445,1150.36768
26.96362,3.63891,2.26131,513.34039,47.70356,4.78159,-0.32662,2845.56543
20.36346,-0.12002,-2.61807,20.51030,84.68587,0.72743,1.84808,108.09769
35.85303,-2.13473,-2.92586,153.68495,32.22493,-3.28018,0.23773,428.88580
39.57634,-2.02828,-2.86817,153.01357,36.29973,-1.22912,0.32128,67.34985
51.70910,-1.69783,-0.18033,145.95312,27.38045,-2.59437,2.62490,184.30937
3.29520,0.52500,1.96712,3.75986,18.78318,5.22426,3.12591,1744.28320
66.72420,0.39523,-2.52501,72.00390,22.02588,-1.40493,3.07263,47.58261
23.35155,3.41601,1.25356,355.88449,21.41903,1.32143,-2.75254,43.00452
32.00508,-0.57802,-2.19866,37.50227,19.79151,-2.57312,1.59012,130.45483
9.31489,0.62095,0.09067,11.16917,65.83597,-1.62909,-2.80910,174.31219
30.92046,-3.15018,-1.06536,361.50674,31.44714,-4.62080,2.21279,1597.27930
37.79076,0.55252,-1.86531,43.70743,37.51962,0.76388,1.06191,49.00882
30.87031,-2.00944,-0.14043,117.20245,30.92151,-3.56767,3.01127,548.27325
16.46383,-1.11987,3.06183,27.91262,20.82965,-3.89169,-0.37355,510.47171
39.48952,-0.29670,0.39151,41.24051,33.92426,1.51498,-0.95586,80.89500
30.90558,0.90094,0.21728,44.32029,26.22103,2.58617,-2.84842,175.07896
39.84864,0.28334,-2.58647,41.45897,39.90783,0.57794,0.65654,46.76031
23.90505,0.69742,1.50178,29.95811,22.05800,3.03607,-2.23116,230.18994
16.15437,-0.48554,-2.40300,18.09625,16.48484,2.57679,0.18278,109.05408
27.58561,-1.09321,1.52096,45.77801,33.89724,0.53180,-1.85814,38.80445
2.22919,-5.34776,0.18804,234.22220,11.92784,0.16249,-2.68908,12.08565
11.00515,-1.85565,2.11418,36.05409,12.95021,-5.61617,-1.06261,1779.60193
14.47500,2.00738,-3.05159,54.84663,11.69991,5.60439,2.16369,1588.95764
35.17127,-4.13845,-1.96025,1103.00098,41.21283,-3.45815,1.38284,655.06970
33.01480,-2.30423,-2.59043,166.99425,17.01780,-0.00348,0.89312,17.01790
40.45051,-1.57111,2.74185,101.52706,37.15399,-1.95737,-0.02361,134.16167
54.14764,3.56122,0.71312,953.93756,30.85846,4.61717,2.76879,1561.69946
31.62028,-3.86479,-0.20030,754.36511,34.99586,-2.56862,2.99871,229.65094
20.73561,-2.72134,0.44485,158.27924,23.05743,-5.26800,-2.82540,2236.95068
30.43290,3.66218,-1.86581,593.01544,44.13161,2.99491,0.94317,442.05649
37.47250,3.29367,2.53475,505.48077,34.63285,3.91667,-0.52307,870.20111
32.77320,-1.79833,1.80261,101.68111,35.22840,-2.86158,-1.15806,309.06342
33.63129,-2.12171,2.12907,142.34763,45.41391,-2.42321,-0.79423,258.19394
39.85437,2.44667,1.12808,231.87976,40.35138,2.77083,-2.20585,323.50681
38.30444,1.96763,2.70356,139.68622,39.43944,2.46130,-0.42694,232.79895
17.23826,-4.00396,-2.25003,472.61084,8.27837,-0.49986,2.52895,9.33430
36.15523,4.21379,3.01990,1222.53845,34.76545,5.36348,-0.02718,3710.72656
37.01442,-4.39002,-1.65186,1492.69421,28.58024,-3.04491,1.10288,300.88773
36.10499,2.32589,-1.13221,186.54526,21.35250,4.12387,1.96567,659.94598
40.41279,-1.14860,-2.75188,70.13351,39.86669,-0.88709,0.37750,56.60872
6.38736,0.02088,-0.20573,6.38876,7.52299,4.83673,-1.26517,474.18811
37.31675,1.39162,-2.36327,79.67165,36.76776,0.88668,0.82383,52.19326
23.45600,-1.09811,-3.00844,39.07770,58.26315,-0.23101,0.70374,59.82463
37.25169,3.73076,2.34182,777.34790,29.00253,2.49810,-0.80660,177.51880
24.03435,-0.75924,0.07229,31.30075,7.02344,3.20877,-2.78026,87.05198
11.94756,5.25217,-2.28690,1140.90344,19.23206,1.98734,0.50378,71.47714
20.97055,1.51818,-0.56755,50.15128,60.06334,2.55708,2.48620,389.68115
10.13482,3.43616,-0.41236,157.59418,11.89676,-0.54867,-1.07153,13.73284
28.01976,0.54299,-0.13882,32.25298,28.32122,2.01120,2.89004,107.70686
23.54349,2.63689,2.35581,165.29025,43.05583,1.22270,-0.74244,79.45495
37.49442,2.80418,-2.63522,310.71906,39.82316,2.37567,0.49907,216.06487
26.66023,3.83390,0.65802,616.70709,56.55042,2.91731,-2.18069,524.38019
16.34919,-4.67614,-1.66917,877.66248,9.87107,-1.06728,1.39019,16.04741
30.46296,4.57484,-1.59187,1477.80737,82.75840,3.57975,-0.31096,1485.19409
19.17879,1.95647,-0.35658,69.19385,20.47115,4.64855,2.64685,1069.02905
9.68668,-4.92069,2.43050,664.04211,5.85090,-0.41262,1.97686,6.35608
29.98587,1.84359,1.14209,97.11584,44.42746,2.95121,-1.23946,426.09103
29.23639,1.87447,1.32033,97.51514,24.51986,3.97524,-1.74765,653.22827
39.67146,-0.27756,2.52299,41.20945,30.18895,-1.54217,-0.91679,73.79139
37.21291,-3.03839,-0.57211,389.23981,32.83385,-4.16457,2.50740,1056.93237
27.05264,-0.46456,1.14404,30.02474,53.30559,-0.46377,-2.17189,59.14168
10.02400,-3.13158,-0.07483,115.04393,19.89418,0.28117,2.73988,20.68575
31.87898,3.97561,1.79098,849.59387,49.07234,3.33626,-1.91060,690.67517
36.54125,-0.42859,0.14482,39.94910,42.71165,-0.06096,2.91503,42.79103
41.13711,1.93599,-0.63676,145.52625,26.58410,3.18625,2.76049,322.18262
30.77863,1.43384,2.96230,68.22333,38.83863,2.79017,0.60136,317.41357
6.09062,0.97872,3.06153,9.24809,14.93573,5.29792,-1.40307,1493.01978
26.29835,3.48908,-2.27844,431.11142,26.09047,1.53429,0.48161,63.31697
29.55667,-1.52885,-2.52254,71.37447,6.59810,-5.05687,2.72144,518.29382
35.80568,-0.30020,-1.93184,37.43119,33.19996,-1.44777,1.08916,74.51230
37.30450,1.86520,-2.49669,123.33024,35.72754,2.66027,0.64071,256.70355
32.46849,-0.62557,0.56034,39.03145,38.03799,-2.28857,-2.34523,189.47263
12.58437,-0.13015,1.20376,12.69111,50.16692,1.99727,-1.70993,188.24147
35.15023,0.73270,-1.09097,45.01511,50.61190,0.71777,2.46389,64.21884
31.65934,-1.19515,-1.20378,57.09315,37.66967,-0.07985,1.89553,37.78981
19.07680,2.68874,3.08110,140.98743,22.97060,0.21291,-0.51872,23.49321
32.35894,-0.62909,-1.90141,38.97596,43.01315,0.15867,1.07941,43.55573
22.90008,-2.53582,-2.94331,145.48389,14.33644,0.33800,0.41233,15.16320
40.44534,-2.77603,2.77255,325.93784,29.70882,-2.02958,-0.68840,115.00671
23.94639,4.61377,-3.08099,1207.78467,29.27469,2.64322,0.44081,206.81876
43.04580,2.47536,1.39530,257.63162,28.06173,3.64225,-1.62044,536.03076
27.45530,1.11352,0.17523,46.30982,32.85847,2.74887,-2.73275,257.75842
25.96335,0.82000,-0.09242,35.19242,57.29080,0.38928,3.04537,61.68684
44.00829,-3.25845,1.00908,573.15741,43.01006,-2.59705,-1.06444,290.28580
10.36907,-1.33856,2.40948,21.13102,16.05682,-4.87884,-0.76519,1055.61646
34.77100,0.79014,1.43295,46.20178,45.38479,1.18559,-1.84622,81.19738
13.07651,-0.43854,-0.40754,14.35422,11.32145,3.32212,2.45861,157.11349
45.38734,-2.73444,1.79928,350.98087,25.38252,-1.54861,-1.35332,62.40899
26.02559,1.50532,-0.45805,61.51856,23.64218,-0.64764,2.52011,28.77607
35.11879,-1.72704,-2.54632,101.87607,30.41737,-0.19921,1.43169,31.02294
56.82885,1.61504,-1.49277,148.52142,23.80030,2.76214,2.61529,189.17555
12.84674,5.72606,1.65494,1970.43347,17.64519,2.49567,-1.64670,107.74371
36.25374,-1.86544,-1.13196,119.88417,41.94667,-2.33156,2.02116,217.93745
37.42038,-3.79376,0.42245,831.58563,12.29135,-1.07070,-0.44233,20.03602
31.48646,-0.01189,2.24275,31.48868,30.37787,-1.47815,-0.78735,70.06452
21.00828,-1.93016,1.95858,73.90469,18.68492,0.73210,-1.85962,23.91989
52.16706,-1.38246,-2.54140,110.48077,23.01055,-2.39877,0.57694,127.71324
25.76311,-2.20922,0.56424,118.74771,23.94102,-0.00397,-2.61079,23.94121
40.29454,0.09895,-1.79165,40.49196,23.90120,1.81036,0.49819,75.00474
21.44531,0.23132,-2.59583,22.02163,18.34747,2.98463,0.41636,181.91275
50.95252,-2.03106,1.60880,197.52750,30.81064,-2.41822,-1.27573,174.30940
44.87924,3.16675,-1.09353,533.44519,31.86333,2.23220,1.44753,150.19861
43.85632,-0.20010,1.81905,44.73726,49.59107,-0.30010,-1.08734,51.84092
23.42294,0.62778,-1.61046,28.19216,76.21472,1.08175,2.38680,125.32938
65.09454,-2.36182,-0.93604,348.40353,16.98686,-0.90359,3.01257,24.40646
30.30718,-4.21966,0.15670,1030.82129,28.60788,-2.78356,-2.66515,232.27100
35.25609,-0.00153,-1.21353,35.25613,37.25605,-1.22385,1.02543,68.81839
29.31765,-1.31601,1.52349,58.58721,42.91770,-0.31882,-1.75203,45.11749
31.21481,-2.31695,2.73111,159.87080,28.99486,-3.96749,-0.49483,766.48816
28.28895,-2.06819,-2.61186,113.67741,16.09942,0.42035,0.61124,17.54279
10.37877,-4.20754,2.44861,348.75787,11.98228,-0.28179,-0.36547,12.46117
16.59762,-2.33276,1.19346,86.33572,16.63877,0.70658,-2.06036,20.96792
21.32807,-0.15816,-3.06719,21.59538,28.62135,-2.49083,1.68521,173.93437
40.97761,-0.96383,-2.89717,61.53107,18.04560,0.74713,0.57581,23.32084
15.79412,2.44934,-1.63402,92.13519,29.71087,0.30062,0.68799,31.06351
69.12427,0.91255,-2.53257,99.95956,15.67536,-0.47880,-0.11926,17.50671
48.45840,-0.16218,0.95316,49.09708,34.60432,-0.20593,-2.51770,35.34066
33.98656,-3.49566,-2.34707,560.82062,41.11051,-4.05676,0.73507,1188.17639
39.05367,-2.71305,2.48259,295.66586,40.60217,-3.26316,-0.77048,531.28479
40.83522,-1.31447,0.86298,81.49453,37.59372,-0.80485,-2.40690,50.44163
15.52252,1.64174,-0.97234,41.58338,19.00464,4.31614,-1.52859,711.83887
31.81114,-0.64851,-1.61050,38.73828,42.18903,-1.56654,1.73349,105.44730
36.72732,1.43481,-1.09014,81.47974,40.72022,0.93354,1.85797,59.79086
33.38969,-0.34050,2.09343,35.34409,40.52320,-1.22786,-1.26929,75.10625
34.46909,3.65884,-1.79997,669.42432,29.05453,4.08695,1.33571,865.45898
30.90092,1.53330,2.61017,74.92364,36.48005,0.58124,-0.13160,42.81782
38.62383,-1.91029,1.79038,133.31181,40.59726,-2.34517,-1.30237,213.76242
42.72707,1.68985,3.10246,119.70415,20.37926,0.06964,0.15760,20.42871
12.52454,0.21855,-2.88794,12.82484,16.03294,3.66821,-1.07546,314.30310
38.77187,-1.57969,0.68797,98.08258,41.69952,-1.40002,-2.77029,89.69337
42.46092,-1.79289,-0.07495,131.06071,5.24510,-5.07796,-2.17411,420.79514
39.58584,2.30574,0.54566,200.52792,37.17423,2.59948,-2.40661,251.50342
43.19386,0.81676,-2.90317,58.41999,37.56423,0.48952,0.36535,42.15565
32.98689,-1.60453,-1.84069,85.37844,39.45961,-1.38877,1.14382,84.03531
20.54488,4.93942,0.44137,1435.02197,24.68777,2.59061,-2.60620,165.56625
18.08362,4.38314,0.71324,724.26166,8.41570,0.58789,1.54638,9.91238
41.53687,0.75334,-1.93534,53.89151,38.15411,0.90303,1.12246,54.79715
30.69756,1.04178,1.31882,48.91779,21.20502,-1.18860,-0.91299,38.03257
36.02431,1.87213,0.90659,119.88745,43.85101,1.65361,-2.32958,118.77373
44.55957,-4.16702,-1.20761,1437.89490,39.04043,-4.05803,2.40570,1129.78613
33.58295,1.07084,-2.72697,54.74954,38.75427,2.29445,-0.39237,194.15456
39.32172,1.09546,-0.96192,65.37109,24.45061,2.55062,2.03590,157.62154
119.14880,2.21316,-0.68001,551.29510,5.20327,-0.33549,-0.18221,5.49886
19.53605,-2.32486,2.21460,100.83561,20.38677,0.70802,-1.27069,25.71367
11.69077,1.67763,0.64307,32.38137,8.04992,5.90644,-2.77502,1478.76587
8.88312,-0.19516,-2.35366,9.05283,84.00129,1.38297,0.94923,177.98024
34.68544,1.36931,2.75710,72.61228,27.22331,3.29426,-2.24470,367.44180
44.56448,3.34529,-0.86475,632.90820,48.84069,3.08974,2.33864,537.66187
10.81970,3.74474,3.11935,228.95367,30.44287,1.18177,0.54524,54.29300
42.54575,2.95935,1.68044,411.36163,37.09842,3.29890,-1.45516,503.04834
53.49391,-3.08287,-1.98935,584.86902,42.22306,-3.65624,1.06949,817.88495
13.24155,1.76432,-0.94622,39.78345,20.77348,4.79755,2.28087,1259.09155
37.34000,-1.76574,-1.38322,112.33624,37.75999,-2.56195,1.99914,246.16171
32.09314,0.35069,2.00899,34.08690,24.20152,1.82041,-0.95087,76.67464
13.36557,-1.53894,0.55684,32.57357,83.63145,-3.54720,1.00939,1452.87329
45.94134,-2.88025,-0.34424,410.59677,43.29251,-3.01813,2.65809,443.79007
36.67326,2.73214,-1.68499,282.94934,45.41843,2.71356,1.95260,344.02521
27.08103,-2.14970,2.97649,117.78582,63.73920,-2.39318,0.26717,351.82825
44.57288,0.16490,2.41161,45.18031,30.82275,1.09522,-0.26261,51.23198
21.96111,1.77047,-3.04347,66.36472,31.43222,3.76682,0.14686,679.96368
47.86366,-1.61257,-2.04975,124.80594,22.48789,-0.26900,1.42879,23.30641
30.85143,1.57814,2.53118,77.93525,37.66227,2.67346,-0.54503,274.16400
11.51246,2.74826,-1.02419,90.25468,27.11952,-0.16848,2.07724,27.50533
41.86264,0.98608,2.30717,63.91869,39.14105,0.87630,-0.84212,55.15588
40.57396,-0.25618,2.73315,41.91262,40.34259,-0.07552,-0.39870,40.45770
11.41292,2.85614,-2.51564,99.58783,15.93155,-0.69545,0.21333,19.94202
57.42356,-4.19252,3.14025,1900.84753,26.40409,-3.57427,-0.45212,471.26630
38.00867,2.15776,2.91816,166.61742,41.09338,1.83574,-0.54022,132.09987
39.00158,2.61290,-0.23260,267.39230,43.18505,2.16850,2.68145,191.29955
20.04135,4.46022,-0.40399,866.97321,21.00174,1.84558,2.93616,68.14725
24.43276,1.18705,-2.52396,43.76535,38.14622,-0.38695,0.28470,41.03778
10.96305,1.58102,1.90551,27.76762,12.44531,4.57545,-1.39992,604.11029
31.24958,-1.84587,-0.02128,101.42791,29.66596,-0.13671,3.05740,29.94363
45.49736,0.48237,-2.17825,50.89388,35.38179,0.45885,0.99778,39.17223
44.02095,0.38261,-1.04254,47.28262,35.35463,0.76336,2.38493,46.16558
40.63177,1.78837,0.20928,124.87985,34.74847,1.02022,-2.78324,54.45621
31.08677,1.76583,0.71758,93.53207,21.56244,3.80750,-2.05255,485.80258
28.45971,2.28080,-2.76300,140.68639,45.21787,3.28155,0.21952,602.62958
35.82903,-2.16864,2.65474,158.73489,38.05068,-3.19184,-0.80933,463.72672
18.86492,-4.18960,2.04548,622.65009,22.51854,-1.75496,-1.33694,67.06196
33.68490,2.02781,-0.46261,130.17636,18.31070,4.14340,2.73554,577.08344
36.00360,-0.51710,0.57961,40.92542,47.86749,-0.86992,-2.89287,67.15096
25.65148,1.84267,-0.28132,83.00518,28.77206,3.76446,2.90114,620.95111
33.06897,2.17278,1.08478,147.09973,38.00975,1.06522,-1.66417,61.69226
12.35919,-1.09462,-2.17656,20.53307,9.49653,-5.03794,-0.37160,731.98297
32.17386,2.75443,-1.26070,253.78249,32.53135,3.00855,2.00255,330.31357
27.33496,-1.15266,-1.83155,47.59574,39.72845,-2.51597,1.07769,247.49673
9.95798,-0.21445,1.97831,10.18784,7.04198,-4.53566,-1.04734,328.49173
40.46307,1.16994,-2.76184,71.46175,32.73212,0.22812,0.25564,33.58749
23.05335,-3.85350,0.54854,543.81641,24.25960,-1.46729,2.34515,55.40925
30.06845,-3.81033,1.75602,679.36047,29.62880,-5.42326,-1.21057,3357.26758
2.75886,5.18478,1.74150,246.28249,43.43357,1.19816,0.44856,78.52272
18.69767,-4.58510,2.64119,916.40271,13.89564,-1.40386,-1.93301,29.99043
